txHash;EtherscanUrl;txType;creditAmount;creditAsset;debitAmount;debitAsset;Memo;creditAccount;debitAccount;txFeeAsset;txFeeAmount;txFeeAccount;dateTime;timestamp
0xba58c8a7475039870bd92c8ea09b8f750bc1962c9603f749c764376a70b610cc;https://etherscan.io/tx/0xba58c8a7475039870bd92c8ea09b8f750bc1962c9603f749c764376a70b610cc;Deposit;286779269,62306964;HEX2T;286779269,62306964;HEX2T;Deposit 286779269.62306964 HEX2T From Uniswap V2: HEX2T 2;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,003423547;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-03T22:26:57Z;1591223217
0xba58c8a7475039870bd92c8ea09b8f750bc1962c9603f749c764376a70b610cc;https://etherscan.io/tx/0xba58c8a7475039870bd92c8ea09b8f750bc1962c9603f749c764376a70b610cc;Withdrawl;2;Ether;2;Ether;Withdrawal 2 Ether To Uniswap V2: Router;0x9ad227d56a36b33407916f3293db2d298095dca9;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);;0;;2020-06-03T22:26:57Z;1591223217
0x3485fd49f3c49abd945a03a9dc3882d3e0c899c3357d762f84ad0ce3e8494aff;https://etherscan.io/tx/0x3485fd49f3c49abd945a03a9dc3882d3e0c899c3357d762f84ad0ce3e8494aff;Deposit;468,44784325;HEX;468,44784325;HEX;Deposit 468.44784325 HEX From 0x7d68c0321cf6b3a12e6e5d5abbaa8f2a13d77fdd;0x7d68c0321cf6b3a12e6e5d5abbaa8f2a13d77fdd;0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-04T01:02:47Z;1591232567
0xa9f5a951631cc90625728382636edd5429bed3db64b7a58fa36a2ce76b530958;https://etherscan.io/tx/0xa9f5a951631cc90625728382636edd5429bed3db64b7a58fa36a2ce76b530958;Fee;0;;0;;Approved  HEX2T For Trade On  0x28697b4a1618a77b1d61a85e99174616b519f629;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,0007776736;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T04:29:39Z;1591244979
0xa0c66e21225681fb208a270124d1d1d390fa8b890960821c9a1a75d8a5513f95;https://etherscan.io/tx/0xa0c66e21225681fb208a270124d1d1d390fa8b890960821c9a1a75d8a5513f95;Withdrawl;100000000;HEX2T;100000000;HEX2T;Withdrawal 100000000 HEX2T To 0x28697b4a1618a77b1d61a85e99174616b519f629;0x9ad227d56a36b33407916f3293db2d298095dca9;0x28697b4a1618a77b1d61a85e99174616b519f629;Ether;0,0043359;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T04:30:30Z;1591245030
0xa0c66e21225681fb208a270124d1d1d390fa8b890960821c9a1a75d8a5513f95;https://etherscan.io/tx/0xa0c66e21225681fb208a270124d1d1d390fa8b890960821c9a1a75d8a5513f95;Deposit;90000000;HEX2T;90000000;HEX2T;Deposit 90000000 HEX2T From 0x0000000000000000000000000000000000000000;0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-04T04:30:30Z;1591245030
0x216c6f1ce40235f116df76d716309badc16881cbe3a4e633212e954dee7a2449;https://etherscan.io/tx/0x216c6f1ce40235f116df76d716309badc16881cbe3a4e633212e954dee7a2449;Withdrawl;98506129,89996444;HEX2T;98506129,89996444;HEX2T;Withdrawal 98506129.89996444 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,00321985;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T04:35:16Z;1591245316
0x216c6f1ce40235f116df76d716309badc16881cbe3a4e633212e954dee7a2449;https://etherscan.io/tx/0x216c6f1ce40235f116df76d716309badc16881cbe3a4e633212e954dee7a2449;Deposit;1;Ether;1;Ether;Deposit  1 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-04T04:35:16Z;1591245316
0x19c81c6452bc7a2f58281ef7984f7362b079ce31029ea115f467bed5e857273c;https://etherscan.io/tx/0x19c81c6452bc7a2f58281ef7984f7362b079ce31029ea115f467bed5e857273c;Withdrawl;6;Ether;6;Ether;Withdrawal 6 Ether To 0x0cd9988ec4b1a499b7951a79644d5aa23d3aacbf;0x9ad227d56a36b33407916f3293db2d298095dca9;0x0cd9988ec4b1a499b7951a79644d5aa23d3aacbf;Ether;0,0005103;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T04:45:06Z;1591245906
0x8f485d6529c06100e565bddd61b1f28ee036804bc9b96e5a4629f338fb788bc8;https://etherscan.io/tx/0x8f485d6529c06100e565bddd61b1f28ee036804bc9b96e5a4629f338fb788bc8;Withdrawl;214433580,17828143;HEX2T;214433580,17828143;HEX2T;Withdrawal 214433580.17828143 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,003348956;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T05:25:30Z;1591248330
0x8f485d6529c06100e565bddd61b1f28ee036804bc9b96e5a4629f338fb788bc8;https://etherscan.io/tx/0x8f485d6529c06100e565bddd61b1f28ee036804bc9b96e5a4629f338fb788bc8;Deposit;2,23668;Ether;2,23668;Ether;Deposit  2.23668 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-04T05:25:30Z;1591248330
0xab25d4ff4684c2c397ac4001e6a293a442cfba2454eb1161c9906017859278ac;https://etherscan.io/tx/0xab25d4ff4684c2c397ac4001e6a293a442cfba2454eb1161c9906017859278ac;Fee;0;;0;;Loss on fail transaction;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,000845698;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T05:43:57Z;1591249437
0xe2d7b40f4dd0b77c755ee84d637b2880b1f480b111fcb1ea751ed4f08f4f460f;https://etherscan.io/tx/0xe2d7b40f4dd0b77c755ee84d637b2880b1f480b111fcb1ea751ed4f08f4f460f;Deposit;1120207,6732474673;HEX2T;1120207,6732474673;HEX2T;Deposit 1120207.6732474673 HEX2T From 0x0000000000000000000000000000000000000000;0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,00137112;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T15:56:55Z;1591286215
0x2c304b8c4110002f9cca5f7531f6d8a2b204879ad786f4b5c2f265d695a06b03;https://etherscan.io/tx/0x2c304b8c4110002f9cca5f7531f6d8a2b204879ad786f4b5c2f265d695a06b03;Deposit;243730955,72134662;HEX2T;243730955,72134662;HEX2T;Deposit 243730955.72134662 HEX2T From Uniswap V2: HEX2T 2;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,003092236;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T16:08:21Z;1591286901
0x2c304b8c4110002f9cca5f7531f6d8a2b204879ad786f4b5c2f265d695a06b03;https://etherscan.io/tx/0x2c304b8c4110002f9cca5f7531f6d8a2b204879ad786f4b5c2f265d695a06b03;Withdrawl;2;Ether;2;Ether;Withdrawal 2 Ether To Uniswap V2: Router;0x9ad227d56a36b33407916f3293db2d298095dca9;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);;0;;2020-06-04T16:08:21Z;1591286901
0xcaa6ae28f5ebd549c67bbb9c83ed2d7bab2c0a1287cb9a077b3b45675e0231f4;https://etherscan.io/tx/0xcaa6ae28f5ebd549c67bbb9c83ed2d7bab2c0a1287cb9a077b3b45675e0231f4;Deposit;993010,6567010903;HEX2T;993010,6567010903;HEX2T;Deposit 993010.6567010903 HEX2T From 0x0000000000000000000000000000000000000000;0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,00137112;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T18:38:06Z;1591295886
0xb07adf1911479a4e463db7615bab2251d7f56637691dd2b0415df038808c8917;https://etherscan.io/tx/0xb07adf1911479a4e463db7615bab2251d7f56637691dd2b0415df038808c8917;Withdrawl;181918916,0187655;HEX2T;181918916,0187655;HEX2T;Withdrawal 181918916.0187655 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,003348644;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T19:42:32Z;1591299752
0xb07adf1911479a4e463db7615bab2251d7f56637691dd2b0415df038808c8917;https://etherscan.io/tx/0xb07adf1911479a4e463db7615bab2251d7f56637691dd2b0415df038808c8917;Deposit;2;Ether;2;Ether;Deposit  2 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-04T19:42:32Z;1591299752
0x43105ae44601c944dec30fa093b5cd9aa6aab271ccee889a3e96ca50417a1bb0;https://etherscan.io/tx/0x43105ae44601c944dec30fa093b5cd9aa6aab271ccee889a3e96ca50417a1bb0;Withdrawl;187484880,139034;HEX2T;187484880,139034;HEX2T;Withdrawal 187484880.139034 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,002962262;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T19:43:57Z;1591299837
0x43105ae44601c944dec30fa093b5cd9aa6aab271ccee889a3e96ca50417a1bb0;https://etherscan.io/tx/0x43105ae44601c944dec30fa093b5cd9aa6aab271ccee889a3e96ca50417a1bb0;Deposit;2;Ether;2;Ether;Deposit  2 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-04T19:43:57Z;1591299837
0xe555c67670919aa4ea0458ae4fb5cae4da3487d85140d54e19b72655762bd6b0;https://etherscan.io/tx/0xe555c67670919aa4ea0458ae4fb5cae4da3487d85140d54e19b72655762bd6b0;Withdrawl;207955260,71244746;HEX2T;207955260,71244746;HEX2T;Withdrawal 207955260.71244746 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,004637016;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T20:25:20Z;1591302320
0xe555c67670919aa4ea0458ae4fb5cae4da3487d85140d54e19b72655762bd6b0;https://etherscan.io/tx/0xe555c67670919aa4ea0458ae4fb5cae4da3487d85140d54e19b72655762bd6b0;Deposit;2,42634;Ether;2,42634;Ether;Deposit  2.42634 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-04T20:25:20Z;1591302320
0x288f8a68fcc25c11d8cb612365b0e4bbf2758a115da851ea89787f6295e0f68e;https://etherscan.io/tx/0x288f8a68fcc25c11d8cb612365b0e4bbf2758a115da851ea89787f6295e0f68e;Withdrawl;177043936,50235042;HEX2T;177043936,50235042;HEX2T;Withdrawal 177043936.50235042 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,0019002763;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T20:38:45Z;1591303125
0x288f8a68fcc25c11d8cb612365b0e4bbf2758a115da851ea89787f6295e0f68e;https://etherscan.io/tx/0x288f8a68fcc25c11d8cb612365b0e4bbf2758a115da851ea89787f6295e0f68e;Deposit;2,030300944182576;Ether;2,030300944182576;Ether;Deposit  2.030300944182576 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-04T20:38:45Z;1591303125
0xd09d1fe6aa7612f54c177b52d301926dcc4c8b4000ef6b91be8b8aea3945d656;https://etherscan.io/tx/0xd09d1fe6aa7612f54c177b52d301926dcc4c8b4000ef6b91be8b8aea3945d656;Withdrawl;9;Ether;9;Ether;Withdrawal 9 Ether To 0x2b9ced840d9072f2f3d6d66275381aba530c6420;0x9ad227d56a36b33407916f3293db2d298095dca9;0x2b9ced840d9072f2f3d6d66275381aba530c6420;Ether;0,000462;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-04T22:17:55Z;1591309075
0xb8736cbe62329b0263702d2e6d9b05cda40231497471a77e6c154eda5e6453f8;https://etherscan.io/tx/0xb8736cbe62329b0263702d2e6d9b05cda40231497471a77e6c154eda5e6453f8;Deposit;962794,0008199778;HEX2T;962794,0008199778;HEX2T;Deposit 962794.0008199778 HEX2T From 0x0000000000000000000000000000000000000000;0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,00137112;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-05T00:31:58Z;1591317118
0xc545c991c0fa3ab5300b99d0c9d25123854d0f6b4760dc9f426aabb9c190fa03;https://etherscan.io/tx/0xc545c991c0fa3ab5300b99d0c9d25123854d0f6b4760dc9f426aabb9c190fa03;Deposit;10,679017;USDC;10,679017;USDC;Deposit 10.679017 USDC From 0x688d976c46ba022ab5f930a4996274fb46950a73;0x688d976c46ba022ab5f930a4996274fb46950a73;0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-05T01:04:50Z;1591319090
0xf8f3e49deee00e06b741546394d1f960c9cf8280d95f17e026425491641157b5;https://etherscan.io/tx/0xf8f3e49deee00e06b741546394d1f960c9cf8280d95f17e026425491641157b5;Deposit;4,136054;USDC;4,136054;USDC;Deposit 4.136054 USDC From 0x688d976c46ba022ab5f930a4996274fb46950a73;0x688d976c46ba022ab5f930a4996274fb46950a73;0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-05T01:08:57Z;1591319337
0xef6401e0f1935532a0c66b8dc25e32ddafcef9e8ae26d9a877945a856a07aa10;https://etherscan.io/tx/0xef6401e0f1935532a0c66b8dc25e32ddafcef9e8ae26d9a877945a856a07aa10;Deposit;3,397939;USDC;3,397939;USDC;Deposit 3.397939 USDC From 0x688d976c46ba022ab5f930a4996274fb46950a73;0x688d976c46ba022ab5f930a4996274fb46950a73;0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-05T01:09:31Z;1591319371
0x8c0205e2724b2bd7c3c5ccf7d96431b28e0fccd64baa6ff4af0fc3063252ebbb;https://etherscan.io/tx/0x8c0205e2724b2bd7c3c5ccf7d96431b28e0fccd64baa6ff4af0fc3063252ebbb;Deposit;1161,65789471;HEX;1161,65789471;HEX;Deposit 1161.65789471 HEX From 0x7d68c0321cf6b3a12e6e5d5abbaa8f2a13d77fdd;0x7d68c0321cf6b3a12e6e5d5abbaa8f2a13d77fdd;0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-05T01:43:29Z;1591321409
0xf8aeb2ce9439872f227de7077f4489d7d7df8930535c114ce2ff555e07115546;https://etherscan.io/tx/0xf8aeb2ce9439872f227de7077f4489d7d7df8930535c114ce2ff555e07115546;Deposit;660961,9514148894;HEX2T;660961,9514148894;HEX2T;Deposit 660961.9514148894 HEX2T From 0x0000000000000000000000000000000000000000;0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,00137112;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-05T06:48:20Z;1591339700
0x33740381e3c5a475fb6ed9ebbb14d32dd8e112f61af21aca3d613536d0cbbad1;https://etherscan.io/tx/0x33740381e3c5a475fb6ed9ebbb14d32dd8e112f61af21aca3d613536d0cbbad1;Deposit;601897,3310085557;HEX2T;601897,3310085557;HEX2T;Deposit 601897.3310085557 HEX2T From 0x0000000000000000000000000000000000000000;0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,0017139;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-05T19:47:08Z;1591386428
0x0b75e9024b01529e6ef13a6683bd5a16179309da115486ec37b0cbd68104fe4e;https://etherscan.io/tx/0x0b75e9024b01529e6ef13a6683bd5a16179309da115486ec37b0cbd68104fe4e;Fee;0;;0;;Loss on fail transaction;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,000909726;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-05T23:33:54Z;1591400034
0x0623fcd29ece271b4c3d3595581a276cb860208a634730e47f9f24a992a66939;https://etherscan.io/tx/0x0623fcd29ece271b4c3d3595581a276cb860208a634730e47f9f24a992a66939;Fee;0;;0;;Approved  HEX For Trade On  0x44f00918a540774b422a1a340b75e055ff816d83;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,00088186005445;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-05T23:37:59Z;1591400279
0xcdd6efba3bf5ed1a9f6e5287123b4bf76ba6df37c58c4d752dabd7ee785e1203;https://etherscan.io/tx/0xcdd6efba3bf5ed1a9f6e5287123b4bf76ba6df37c58c4d752dabd7ee785e1203;Fee;0;;0;;Loss on fail transaction;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,00058668;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-05T23:40:54Z;1591400454
0x769f56ea37a3856bfa1334af20da0c3cf0714bbbe962c83a52bdec799ca58294;https://etherscan.io/tx/0x769f56ea37a3856bfa1334af20da0c3cf0714bbbe962c83a52bdec799ca58294;Fee;0;;0;;Approved  HEX For Trade On  0x44f00918a540774b422a1a340b75e055ff816d83;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,0005821;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-05T23:40:54Z;1591400454
0x14f86b9e42b891f0d198ae3ada8559566ef7a880ccd931154e3bb673332893d2;https://etherscan.io/tx/0x14f86b9e42b891f0d198ae3ada8559566ef7a880ccd931154e3bb673332893d2;Fee;0;;0;;Approved  HEX For Trade On  0x44f00918a540774b422a1a340b75e055ff816d83;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,00064031;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-06T03:29:33Z;1591414173
0x80b2e9c6e046e1488a6ce910f50ad626df52c7620f017e5d90db5e7c8d58fb66;https://etherscan.io/tx/0x80b2e9c6e046e1488a6ce910f50ad626df52c7620f017e5d90db5e7c8d58fb66;Withdrawl;766647,17968162;HEX;766647,17968162;HEX;Withdrawal 766647.17968162 HEX To 0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;0x0000000000000000000000000000000000000000;Ether;0,001697525;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-06T19:11:12Z;1591470672
0x0caacf41c303c3b1d0a73181f216d01969d1aeefa0a0248006fbd3f7bc71be14;https://etherscan.io/tx/0x0caacf41c303c3b1d0a73181f216d01969d1aeefa0a0248006fbd3f7bc71be14;Deposit;1173875,245530557;HEX2T;1173875,245530557;HEX2T;Deposit 1173875.245530557 HEX2T From 0x0000000000000000000000000000000000000000;0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,001628205;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-07T00:46:10Z;1591490770
0x72e19fb64ea37fb853155cce0b44aeb05677433f8b1801de535ff137d84ae41e;https://etherscan.io/tx/0x72e19fb64ea37fb853155cce0b44aeb05677433f8b1801de535ff137d84ae41e;Deposit;371189,54739747;HEX;371189,54739747;HEX;Deposit 371189.54739747 HEX From Uniswap V2: HEX 3;0x55d5c232d921b9eaa6b37b5845e439acd04b4dba (Uniswap V2: HEX 3);0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,004474656;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-07T01:58:36Z;1591495116
0x72e19fb64ea37fb853155cce0b44aeb05677433f8b1801de535ff137d84ae41e;https://etherscan.io/tx/0x72e19fb64ea37fb853155cce0b44aeb05677433f8b1801de535ff137d84ae41e;Withdrawl;5,3;Ether;5,3;Ether;Withdrawal 5.3 Ether To Uniswap V2: Router 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0x7a250d5630b4cf539739df2c5dacb4c659f2488d (Uniswap V2: Router 2);;0;;2020-06-07T01:58:36Z;1591495116
0xf060ef35bbce96971e0819b0efe3cc1c282e16bc6d62b0608f6e0e3976abece5;https://etherscan.io/tx/0xf060ef35bbce96971e0819b0efe3cc1c282e16bc6d62b0608f6e0e3976abece5;Deposit;574073,4875528777;HEX2T;574073,4875528777;HEX2T;Deposit 574073.4875528777 HEX2T From 0x0000000000000000000000000000000000000000;0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,001628205;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-07T16:52:40Z;1591548760
0xdfc57eb6be1ecb3a804f005058452d88be50c1d07fd474274ddd8bbff4057677;https://etherscan.io/tx/0xdfc57eb6be1ecb3a804f005058452d88be50c1d07fd474274ddd8bbff4057677;Deposit;552386,948321824;HEX2T;552386,948321824;HEX2T;Deposit 552386.948321824 HEX2T From 0x0000000000000000000000000000000000000000;0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,001628205;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-08T17:55:01Z;1591638901
0x032a043965823b84e3d617903ac97c707da7097f551d13587c2942dfc440666a;https://etherscan.io/tx/0x032a043965823b84e3d617903ac97c707da7097f551d13587c2942dfc440666a;Fee;0;;0;;Approved  MKR For Trade On  Maker: Governance Contract;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,001539282;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-09T00:57:31Z;1591664251
0x7c995b3f3aaf0609a18c724bd4f44942a2360eb158763897770a558f0597f878;https://etherscan.io/tx/0x7c995b3f3aaf0609a18c724bd4f44942a2360eb158763897770a558f0597f878;Deposit;0,5;Ether;0,5;Ether;Deposit 0.5 Ether From 0x7cf22917643f15520121a6eece65be4a609cce5b;0x7cf22917643f15520121a6eece65be4a609cce5b;0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-09T23:50:37Z;1591746637
0x66b2e7415c264f39837e66be0dd8d78fec5ebe18124d49008b30be542e81c5c2;https://etherscan.io/tx/0x66b2e7415c264f39837e66be0dd8d78fec5ebe18124d49008b30be542e81c5c2;Deposit;348534,2328712686;HEX2T;348534,2328712686;HEX2T;Deposit 348534.2328712686 HEX2T From 0x28697b4a1618a77b1d61a85e99174616b519f629;0x28697b4a1618a77b1d61a85e99174616b519f629;0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,001716519;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-09T23:57:18Z;1591747038
0xb7eb8d70ce15d444f02e3cd14289bf58c3ffbd80045e2c479544a8223f0030e0;https://etherscan.io/tx/0xb7eb8d70ce15d444f02e3cd14289bf58c3ffbd80045e2c479544a8223f0030e0;Withdrawl;96639207;HEX2T;96639207;HEX2T;Withdrawal 96639207 HEX2T To 0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;0x0000000000000000000000000000000000000000;Ether;0,0015439906;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-09T23:58:41Z;1591747121
0xdacbf89afda46be2ef650b2912bbb11dd87f50bef9ffee301a62f714d6d332a1;https://etherscan.io/tx/0xdacbf89afda46be2ef650b2912bbb11dd87f50bef9ffee301a62f714d6d332a1;Deposit;86975286,30018549;HEX2T;86975286,30018549;HEX2T;Deposit 86975286.30018549 HEX2T From 0x28697b4a1618a77b1d61a85e99174616b519f629;0x28697b4a1618a77b1d61a85e99174616b519f629;0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,001872108;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-10T03:10:18Z;1591758618
0x51fb444f012d74e9a57e845ad5d62e40d27c32de9a342f8e5898001642c077a9;https://etherscan.io/tx/0x51fb444f012d74e9a57e845ad5d62e40d27c32de9a342f8e5898001642c077a9;Fee;0;;0;;Approved  HEX2T For Trade On  Uniswap V2: Router 2;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,00155659;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-10T03:14:02Z;1591758842
0xb782409f2386317309939196b2c1ee64d551564ad7c368b640bc4676f2a3c4be;https://etherscan.io/tx/0xb782409f2386317309939196b2c1ee64d551564ad7c368b640bc4676f2a3c4be;Withdrawl;87323820,53305675;HEX2T;87323820,53305675;HEX2T;Withdrawal 87323820.53305675 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,00398342;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-10T03:16:23Z;1591758983
0xb782409f2386317309939196b2c1ee64d551564ad7c368b640bc4676f2a3c4be;https://etherscan.io/tx/0xb782409f2386317309939196b2c1ee64d551564ad7c368b640bc4676f2a3c4be;Deposit;2,6375489528946017;Ether;2,6375489528946017;Ether;Deposit  2.6375489528946017 Ether From Uniswap V2: Router 2;0x7a250d5630b4cf539739df2c5dacb4c659f2488d (Uniswap V2: Router 2);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-10T03:16:23Z;1591758983
0x66b89bbb26b0c437c00e46b51e91a5c3b7d0b3c82a00bd8f8e11109de3a01868;https://etherscan.io/tx/0x66b89bbb26b0c437c00e46b51e91a5c3b7d0b3c82a00bd8f8e11109de3a01868;Fee;0;;0;;Loss on fail transaction;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,000443669;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-10T14:11:29Z;1591798289
0x0ab8a432d36ef4fee66c8771541dd0e65288127cc6c42fb21b2c615d90fb51d5;https://etherscan.io/tx/0x0ab8a432d36ef4fee66c8771541dd0e65288127cc6c42fb21b2c615d90fb51d5;Deposit;0,07500163;WBTC;0,07500163;WBTC;Deposit 0.07500163 WBTC From Uniswap V2: WBTC 2;0xbb2b8038a1640196fbe3e38816f3e67cba72d940 (Uniswap V2: WBTC 2);0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,00380244;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-11T02:28:04Z;1591842484
0x0ab8a432d36ef4fee66c8771541dd0e65288127cc6c42fb21b2c615d90fb51d5;https://etherscan.io/tx/0x0ab8a432d36ef4fee66c8771541dd0e65288127cc6c42fb21b2c615d90fb51d5;Withdrawl;3;Ether;3;Ether;Withdrawal 3 Ether To Uniswap V2: Router 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0x7a250d5630b4cf539739df2c5dacb4c659f2488d (Uniswap V2: Router 2);;0;;2020-06-11T02:28:04Z;1591842484
