txHash;EtherscanUrl;txType;creditAmount;creditAsset;debitAmount;debitAsset;Memo;creditAccount;debitAccount;txFeeAsset;txFeeAmount;txFeeAccount;dateTime;timestamp
0xfbada7ac39ecacda57c2f0d4c3edff81226318fe38270d36da9e7c7a9393c271;https://etherscan.io/tx/0xfbada7ac39ecacda57c2f0d4c3edff81226318fe38270d36da9e7c7a9393c271;Deposit;429705184,4174048;HEX2T;429705184,4174048;HEX2T;Deposit 429705184.4174048 HEX2T From Uniswap V2: HEX2T 2;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,003136225;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-05-31T00:50:16Z;1590886216
0xfbada7ac39ecacda57c2f0d4c3edff81226318fe38270d36da9e7c7a9393c271;https://etherscan.io/tx/0xfbada7ac39ecacda57c2f0d4c3edff81226318fe38270d36da9e7c7a9393c271;Withdrawl;0,1;Ether;0,1;Ether;Withdrawal 0.1 Ether To Uniswap V2: Router;0x9ad227d56a36b33407916f3293db2d298095dca9;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);;0;;2020-05-31T00:50:16Z;1590886216
0x7ed4e0267ebb7091e18c645224adbe79b212576ad712660dd629796fe9943a1e;https://etherscan.io/tx/0x7ed4e0267ebb7091e18c645224adbe79b212576ad712660dd629796fe9943a1e;Fee;0;;0;;Loss on fail transaction;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,000679963;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-05-31T03:47:33Z;1590896853
0x2f160f83910e341d3dd732f8d81a72899494f54c7ef93598782b8777b0d726d4;https://etherscan.io/tx/0x2f160f83910e341d3dd732f8d81a72899494f54c7ef93598782b8777b0d726d4;Withdrawl;48624,48122894;HEX;48624,48122894;HEX;Withdrawal 48624.48122894 HEX To Uniswap V2: HEX 3;0x9ad227d56a36b33407916f3293db2d298095dca9;0x55d5c232d921b9eaa6b37b5845e439acd04b4dba (Uniswap V2: HEX 3);Ether;0,0035721;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-05-31T03:47:52Z;1590896872
0x2f160f83910e341d3dd732f8d81a72899494f54c7ef93598782b8777b0d726d4;https://etherscan.io/tx/0x2f160f83910e341d3dd732f8d81a72899494f54c7ef93598782b8777b0d726d4;Deposit;1;Ether;1;Ether;Deposit  1 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-05-31T03:47:52Z;1590896872
0xcf53f8c43379585488636f3e568467f26dd6b37bfaf5769efe8562e3347ca42c;https://etherscan.io/tx/0xcf53f8c43379585488636f3e568467f26dd6b37bfaf5769efe8562e3347ca42c;Deposit;1151723006,6771052;HEX2T;1151723006,6771052;HEX2T;Deposit 1151723006.6771052 HEX2T From Uniswap V2: HEX2T 2;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,003203021;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-05-31T03:49:21Z;1590896961
0xcf53f8c43379585488636f3e568467f26dd6b37bfaf5769efe8562e3347ca42c;https://etherscan.io/tx/0xcf53f8c43379585488636f3e568467f26dd6b37bfaf5769efe8562e3347ca42c;Withdrawl;1;Ether;1;Ether;Withdrawal 1 Ether To Uniswap V2: Router;0x9ad227d56a36b33407916f3293db2d298095dca9;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);;0;;2020-05-31T03:49:21Z;1590896961
0xbddeaaaa94021f6c54fe726fbbff8d09d8774c1cac23560f68d5ce64f4446e02;https://etherscan.io/tx/0xbddeaaaa94021f6c54fe726fbbff8d09d8774c1cac23560f68d5ce64f4446e02;Fee;0;;0;;Approved  HEX2T For Trade On  Uniswap V2: Router;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,000978428;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-01T21:18:13Z;1591046293
0x0cfefb39550cb52fd6e69297f2cefc6c2c15123614b7f1bc639cb134bc50758c;https://etherscan.io/tx/0x0cfefb39550cb52fd6e69297f2cefc6c2c15123614b7f1bc639cb134bc50758c;Withdrawl;207571884,6390111;HEX2T;207571884,6390111;HEX2T;Withdrawal 207571884.6390111 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,002833468;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-01T21:19:20Z;1591046360
0x0cfefb39550cb52fd6e69297f2cefc6c2c15123614b7f1bc639cb134bc50758c;https://etherscan.io/tx/0x0cfefb39550cb52fd6e69297f2cefc6c2c15123614b7f1bc639cb134bc50758c;Deposit;1;Ether;1;Ether;Deposit  1 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-01T21:19:20Z;1591046360
0xfe240a03130337e7e023e1ee3bc3b82613b2ea73c0a20ca9bde50dbf58ab6bca;https://etherscan.io/tx/0xfe240a03130337e7e023e1ee3bc3b82613b2ea73c0a20ca9bde50dbf58ab6bca;Deposit;56,51361886;HXY;56,51361886;HXY;Deposit 56.51361886 HXY From Uniswap: HXY;0x604d4f69e121178f6a91262edeb54c19c5e3b539 (Uniswap: HXY);0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,00217998;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-02T04:42:47Z;1591072967
0xfe240a03130337e7e023e1ee3bc3b82613b2ea73c0a20ca9bde50dbf58ab6bca;https://etherscan.io/tx/0xfe240a03130337e7e023e1ee3bc3b82613b2ea73c0a20ca9bde50dbf58ab6bca;Withdrawl;1;Ether;1;Ether;Withdrawal 1 Ether To Uniswap: HXY;0x9ad227d56a36b33407916f3293db2d298095dca9;0x604d4f69e121178f6a91262edeb54c19c5e3b539 (Uniswap: HXY);;0;;2020-06-02T04:42:47Z;1591072967
0x706c08449a117e3c0e54b8090d4ac99e76a7e88eb0d85a5a1a151f79101a6823;https://etherscan.io/tx/0x706c08449a117e3c0e54b8090d4ac99e76a7e88eb0d85a5a1a151f79101a6823;Withdrawl;56;HXY;56;HXY;Withdrawal 56 HXY To 0x44f00918a540774b422a1a340b75e055ff816d83;0x9ad227d56a36b33407916f3293db2d298095dca9;0x44f00918a540774b422a1a340b75e055ff816d83;Ether;0,002927434;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-02T04:46:07Z;1591073167
0x0605553ba3287dbde25be85ea14c14c282d5e2e04dbb447193745b18b092b4a0;https://etherscan.io/tx/0x0605553ba3287dbde25be85ea14c14c282d5e2e04dbb447193745b18b092b4a0;Withdrawl;0,05;Ether;0,05;Ether;Withdrawal 0.05 Ether To 0x0d38bce0ef4241ef8a6994459182df4c63fd27d1;0x9ad227d56a36b33407916f3293db2d298095dca9;0x0d38bce0ef4241ef8a6994459182df4c63fd27d1;Ether;0,000567;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-02T22:27:19Z;1591136839
0x8f3ac19a5374388359f40797545226a8e8a6a6f1ea90d6639aad703434f4013f;https://etherscan.io/tx/0x8f3ac19a5374388359f40797545226a8e8a6a6f1ea90d6639aad703434f4013f;Deposit;6,25634951;Ether;6,25634951;Ether;Deposit 6.25634951 Ether From 0x0d38bce0ef4241ef8a6994459182df4c63fd27d1;0x0d38bce0ef4241ef8a6994459182df4c63fd27d1;0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-02T22:27:33Z;1591136853
0x22f8b67f2edb5136c0572c44d1be5362c6ddbeee1ce324a8719021f70f8b9e9b;https://etherscan.io/tx/0x22f8b67f2edb5136c0572c44d1be5362c6ddbeee1ce324a8719021f70f8b9e9b;Withdrawl;926778724,854729;HEX2T;926778724,854729;HEX2T;Withdrawal 926778724.854729 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,00347677;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-02T22:29:45Z;1591136985
0x22f8b67f2edb5136c0572c44d1be5362c6ddbeee1ce324a8719021f70f8b9e9b;https://etherscan.io/tx/0x22f8b67f2edb5136c0572c44d1be5362c6ddbeee1ce324a8719021f70f8b9e9b;Deposit;72403,54132935396;UNI-V2;72403,54132935396;UNI-V2;Deposit 72403.54132935396 UNI-V2 From 0x0000000000000000000000000000000000000000;0x0000000000000000000000000000000000000000;0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-02T22:29:45Z;1591136985
0x22f8b67f2edb5136c0572c44d1be5362c6ddbeee1ce324a8719021f70f8b9e9b;https://etherscan.io/tx/0x22f8b67f2edb5136c0572c44d1be5362c6ddbeee1ce324a8719021f70f8b9e9b;Withdrawl;6,2;Ether;6,2;Ether;Withdrawal 6.2 Ether To Uniswap V2: Router;0x9ad227d56a36b33407916f3293db2d298095dca9;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);;0;;2020-06-02T22:29:45Z;1591136985
0xbe261f4c4d235f6065491085da2edab8f79ce42bb2df5e501933c4e6fc0af8a4;https://etherscan.io/tx/0xbe261f4c4d235f6065491085da2edab8f79ce42bb2df5e501933c4e6fc0af8a4;Withdrawl;59616,7257009;HEX;59616,7257009;HEX;Withdrawal 59616.7257009 HEX To Uniswap V2: HEX 3;0x9ad227d56a36b33407916f3293db2d298095dca9;0x55d5c232d921b9eaa6b37b5845e439acd04b4dba (Uniswap V2: HEX 3);Ether;0,00255126;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-02T22:33:57Z;1591137237
0xbe261f4c4d235f6065491085da2edab8f79ce42bb2df5e501933c4e6fc0af8a4;https://etherscan.io/tx/0xbe261f4c4d235f6065491085da2edab8f79ce42bb2df5e501933c4e6fc0af8a4;Deposit;1;Ether;1;Ether;Deposit  1 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-02T22:33:57Z;1591137237
0xe3b08e4733a61808a61a8dcc0af10e85c7df53c5c7c6e68524bd1b1f4a243231;https://etherscan.io/tx/0xe3b08e4733a61808a61a8dcc0af10e85c7df53c5c7c6e68524bd1b1f4a243231;Deposit;999,9459574779193;PAMP;999,9459574779193;PAMP;Deposit 999.9459574779193 PAMP From Uniswap V2: PAMP 5;0xbbb68aa436d5f636981c581bbda279e48ed17b22 (Uniswap V2: PAMP 5);0x9ad227d56a36b33407916f3293db2d298095dca9;Ether;0,005642403;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-02T22:35:38Z;1591137338
0xe3b08e4733a61808a61a8dcc0af10e85c7df53c5c7c6e68524bd1b1f4a243231;https://etherscan.io/tx/0xe3b08e4733a61808a61a8dcc0af10e85c7df53c5c7c6e68524bd1b1f4a243231;Withdrawl;1,05;Ether;1,05;Ether;Withdrawal 1.05 Ether To Uniswap V2: Router;0x9ad227d56a36b33407916f3293db2d298095dca9;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);;0;;2020-06-02T22:35:38Z;1591137338
0x555649e89cc9d5f274430385ac17e4d04fa8ca691b822584abe8627807e996cd;https://etherscan.io/tx/0x555649e89cc9d5f274430385ac17e4d04fa8ca691b822584abe8627807e996cd;Withdrawl;54302,65599701547;UNI-V2;54302,65599701547;UNI-V2;Withdrawal 54302.65599701547 UNI-V2 To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,004343688;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-02T23:23:15Z;1591140195
0x555649e89cc9d5f274430385ac17e4d04fa8ca691b822584abe8627807e996cd;https://etherscan.io/tx/0x555649e89cc9d5f274430385ac17e4d04fa8ca691b822584abe8627807e996cd;Deposit;636459285,8330237;HEX2T;636459285,8330237;HEX2T;Deposit 636459285.8330237 HEX2T From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-02T23:23:15Z;1591140195
0x555649e89cc9d5f274430385ac17e4d04fa8ca691b822584abe8627807e996cd;https://etherscan.io/tx/0x555649e89cc9d5f274430385ac17e4d04fa8ca691b822584abe8627807e996cd;Deposit;5,082967219994945;Ether;5,082967219994945;Ether;Deposit  5.082967219994945 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-02T23:23:15Z;1591140195
0xc1c37cb9f35c2df3e59f61aab297642000baaa02dfca8ccb3dee554e0ac71daf;https://etherscan.io/tx/0xc1c37cb9f35c2df3e59f61aab297642000baaa02dfca8ccb3dee554e0ac71daf;Deposit;446,8683821;HEX;446,8683821;HEX;Deposit 446.8683821 HEX From 0x7d68c0321cf6b3a12e6e5d5abbaa8f2a13d77fdd;0x7d68c0321cf6b3a12e6e5d5abbaa8f2a13d77fdd;0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-03T00:58:23Z;1591145903
0xd7ac1fd1ead5ac96a4ba0202ac616928c1533ea38d932751d22cf8c420f82d57;https://etherscan.io/tx/0xd7ac1fd1ead5ac96a4ba0202ac616928c1533ea38d932751d22cf8c420f82d57;Fee;0;;0;;Approved  PAMP For Trade On  Uniswap V2: Router;0x9ad227d56a36b33407916f3293db2d298095dca9;;Ether;0,00071088;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-03T04:53:00Z;1591159980
0xed07144a4ac8df70295feaac19af4ce01cbdc4b92fcaa8e8f9171614a644cc33;https://etherscan.io/tx/0xed07144a4ac8df70295feaac19af4ce01cbdc4b92fcaa8e8f9171614a644cc33;Withdrawl;999,9459574779193;PAMP;999,9459574779193;PAMP;Withdrawal 999.9459574779193 PAMP To Uniswap V2: PAMP 5;0x9ad227d56a36b33407916f3293db2d298095dca9;0xbbb68aa436d5f636981c581bbda279e48ed17b22 (Uniswap V2: PAMP 5);Ether;0,001643072;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-03T04:56:46Z;1591160206
0xed07144a4ac8df70295feaac19af4ce01cbdc4b92fcaa8e8f9171614a644cc33;https://etherscan.io/tx/0xed07144a4ac8df70295feaac19af4ce01cbdc4b92fcaa8e8f9171614a644cc33;Deposit;0,8957154699859122;Ether;0,8957154699859122;Ether;Deposit  0.8957154699859122 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-03T04:56:46Z;1591160206
0xc6bed6ea58e154074c9b0a0d9a315163c118f052445132c78a4fc898206ef777;https://etherscan.io/tx/0xc6bed6ea58e154074c9b0a0d9a315163c118f052445132c78a4fc898206ef777;Withdrawl;18100,88533233849;UNI-V2;18100,88533233849;UNI-V2;Withdrawal 18100.88533233849 UNI-V2 To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,002541504;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-03T04:57:32Z;1591160252
0xc6bed6ea58e154074c9b0a0d9a315163c118f052445132c78a4fc898206ef777;https://etherscan.io/tx/0xc6bed6ea58e154074c9b0a0d9a315163c118f052445132c78a4fc898206ef777;Deposit;180346965,42026466;HEX2T;180346965,42026466;HEX2T;Deposit 180346965.42026466 HEX2T From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-03T04:57:32Z;1591160252
0xc6bed6ea58e154074c9b0a0d9a315163c118f052445132c78a4fc898206ef777;https://etherscan.io/tx/0xc6bed6ea58e154074c9b0a0d9a315163c118f052445132c78a4fc898206ef777;Deposit;2,0082112762559157;Ether;2,0082112762559157;Ether;Deposit  2.0082112762559157 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-03T04:57:32Z;1591160252
0x96c7b4034ee95aa8548988f2ca3bbe4ee0d38d8ff64cab092801087adb73edbb;https://etherscan.io/tx/0x96c7b4034ee95aa8548988f2ca3bbe4ee0d38d8ff64cab092801087adb73edbb;Withdrawl;444403066,90638924;HEX2T;444403066,90638924;HEX2T;Withdrawal 444403066.90638924 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,00256938;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-03T18:51:53Z;1591210313
0x96c7b4034ee95aa8548988f2ca3bbe4ee0d38d8ff64cab092801087adb73edbb;https://etherscan.io/tx/0x96c7b4034ee95aa8548988f2ca3bbe4ee0d38d8ff64cab092801087adb73edbb;Deposit;4;Ether;4;Ether;Deposit  4 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-03T18:51:53Z;1591210313
0x98549196aaea66cd30ae92a02f405e3dbf8e44575bda72cf09999521d9c82a8a;https://etherscan.io/tx/0x98549196aaea66cd30ae92a02f405e3dbf8e44575bda72cf09999521d9c82a8a;Withdrawl;182648287,84124193;HEX2T;182648287,84124193;HEX2T;Withdrawal 182648287.84124193 HEX2T To Uniswap V2: HEX2T 2;0x9ad227d56a36b33407916f3293db2d298095dca9;0xedaedd22e653c504ff6806bf61664292848eb26e (Uniswap V2: HEX2T 2);Ether;0,002060704;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-03T19:45:22Z;1591213522
0x98549196aaea66cd30ae92a02f405e3dbf8e44575bda72cf09999521d9c82a8a;https://etherscan.io/tx/0x98549196aaea66cd30ae92a02f405e3dbf8e44575bda72cf09999521d9c82a8a;Deposit;2;Ether;2;Ether;Deposit  2 Ether From Uniswap V2: Router;0xf164fc0ec4e93095b804a4795bbe1e041497b92a (Uniswap V2: Router);0x9ad227d56a36b33407916f3293db2d298095dca9;;0;;2020-06-03T19:45:22Z;1591213522
0xb83aeb97078bd673b5ceadfef3b31e197568acd4f9a98b0d98baba2c5309159f;https://etherscan.io/tx/0xb83aeb97078bd673b5ceadfef3b31e197568acd4f9a98b0d98baba2c5309159f;Withdrawl;0,05;Ether;0,05;Ether;Withdrawal 0.05 Ether To 0xb1c05e7e2458d52202d5bf85f0c8a864806ebe37;0x9ad227d56a36b33407916f3293db2d298095dca9;0xb1c05e7e2458d52202d5bf85f0c8a864806ebe37;Ether;0,00061749;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-03T22:01:54Z;1591221714
0xf6bcb3f535b730d27fc6929648eead9edcdf9330e288017f20959eb796db5af7;https://etherscan.io/tx/0xf6bcb3f535b730d27fc6929648eead9edcdf9330e288017f20959eb796db5af7;Withdrawl;1,2;Ether;1,2;Ether;Withdrawal 1.2 Ether To 0xb1c05e7e2458d52202d5bf85f0c8a864806ebe37;0x9ad227d56a36b33407916f3293db2d298095dca9;0xb1c05e7e2458d52202d5bf85f0c8a864806ebe37;Ether;0,00061749;0x9ad227d56a36b33407916f3293db2d298095dca9;2020-06-03T22:05:10Z;1591221910
